PersonnelNumber,YearsExperience,Skill Id,Index,Rating,Area,Area id
E01644,3,254,6,3,BA,3
E01644,1,378,7,2,BA,3
E01644,2,433,8,3,BA,3
E01644,1,444,9,1,BA,3
E01644,3,452,10,3,BA,3
E01644,5,576,11,3,BA,3
E01644,5,585,12,3,BA,3
E01644,1,586,13,2,BA,3
E01644,5,587,14,3,BA,3
E01644,0,589,15,1,BA,3
E01644,0,591,16,1,BA,3
E01644,3,600,17,3,BA,3
E01644,2,602,18,3,BA,3
E01644,5,603,19,3,BA,3
E01644,3,604,20,3,BA,3
E01644,5,607,21,3,BA,3
E01644,3,608,22,3,BA,3
E01644,4,609,23,3,BA,3
E01644,3,611,24,3,BA,3
E01644,0.5,618,25,2,BA,3
E01644,1.5,620,26,2,BA,3
E01644,2,621,27,3,BA,3
E01644,1,623,28,2,BA,3
E01644,5,625,29,3,BA,3
E01644,1,652,30,2,BA,3
E01644,1,656,31,3,BA,3
E01644,1,661,32,2,BA,3
E01644,3,662,33,3,BA,3
E01644,0.8,674,34,2,BA,3
E01649,2,46,1,2,QA,4
E01649,5,47,2,3,QA,4
E01649,2,56,3,2,QA,4
E01649,2,182,4,3,QA,4
E01649,1,433,5,3,QA,4
E01649,2,531,6,3,QA,4
E01649,5,571,7,4,QA,4
E01649,5,572,8,4,QA,4
E01649,6,576,9,5,QA,4
E01649,4,581,10,4,QA,4
E01649,8,600,11,5,QA,4
E01649,8,601,12,5,QA,4
E01649,6,603,13,5,QA,4
E01649,10,607,14,5,QA,4
E01649,8,609,15,5,QA,4
E01649,8,610,16,5,QA,4
E01649,4,617,17,3,QA,4
E01649,3,618,18,4,QA,4
E01649,3,623,19,3,QA,4
E01649,4,625,20,4,QA,4
E01649,2,661,21,4,QA,4
E01649,4,662,22,4,QA,4
E01652,1,2,1,2,AppDev,1
E01652,2,15,2,3,AppDev,1
E01652,1,16,3,3,AppDev,1
E01652,9,17,4,3,AppDev,1
E01652,4,18,5,3,AppDev,1
E01652,2,21,6,2,AppDev,1
E01652,10,47,7,3,AppDev,1
E01652,5,127,8,3,AppDev,1
E01652,14,146,9,3,AppDev,1
E01652,14,151,10,3,AppDev,1
E01652,8,156,11,3,AppDev,1
E01652,0,165,12,1,AppDev,1
E01652,3,169,13,3,AppDev,1
E01652,5,183,14,3,AppDev,1
E01652,1.2,427,15,3,AppDev,1
E01652,1,431,16,3,AppDev,1
E01652,3.2,433,17,3,AppDev,1
E01652,9,532,18,3,AppDev,1
E01652,3.2,535,19,3,AppDev,1
E01652,9,538,20,3,AppDev,1
E01652,9,711,21,3,AppDev,1
E01652,4,714,22,3,AppDev,1
E01652,6,717,23,3,AppDev,1
E01654,10,14,1,3,AppDev,1
E01654,0.5,15,2,2,AppDev,1
E01654,3,28,3,2,AppDev,1
E01654,3,29,4,2,AppDev,1
E01654,0.2,40,5,2,AppDev,1
E01654,1.5,46,6,2,AppDev,1
E01654,12,47,7,3,AppDev,1
E01654,5,49,8,3,AppDev,1
E01654,1,125,9,3,AppDev,1
E01654,4,127,10,4,AppDev,1
E01654,4,128,11,3,AppDev,1
E01654,7,129,12,4,AppDev,1
E01654,0.2,130,13,2,AppDev,1
E01654,3,151,14,2,AppDev,1
E01654,8,183,15,4,AppDev,1
E01654,3,249,16,3,AppDev,1
E01654,3,253,17,3,AppDev,1
E01654,5,254,18,3,AppDev,1
E01654,1,271,19,2,AppDev,1
E01654,1,421,20,3,AppDev,1
E01654,2,422,21,3,AppDev,1
E01654,1,423,22,3,AppDev,1
E01654,5,434,23,5,AppDev,1
E01654,4,442,24,3,AppDev,1
E01654,7,443,25,5,AppDev,1
E01654,5,446,26,3,AppDev,1
E01654,1,447,27,3,AppDev,1
E01654,0.5,476,28,3,AppDev,1
E01654,0.3,480,29,2,AppDev,1
E01654,1,480,30,2,AppDev,1
E01654,2,481,31,3,AppDev,1
E01654,2,483,32,4,AppDev,1
E01654,11,471,33,4,AppDev,1
E01654,7,472,34,4,AppDev,1
E01654,2,474,35,3,AppDev,1
E01654,4,475,36,4,AppDev,1
E01654,0.5,486,37,2,AppDev,1
E01654,3,494,38,3,AppDev,1
E01654,2,496,39,2,AppDev,1
E01654,2,497,40,4,AppDev,1
E01654,8,530,41,3,AppDev,1
E01654,8,531,42,5,AppDev,1
E01654,8,532,43,4,AppDev,1
E01654,0.1,533,44,1,AppDev,1
E01654,2.5,535,45,3,AppDev,1
E01654,7,537,46,3,AppDev,1
E01654,4,538,47,3,AppDev,1
E01654,6,572,48,3,AppDev,1
E01654,0.1,581,49,2,AppDev,1
E01654,6,585,50,4,AppDev,1
E01654,4,587,51,3,AppDev,1
E01654,2,600,52,3,AppDev,1
E01654,5,602,53,4,AppDev,1
E01654,5,604,54,3,AppDev,1
E01654,4,607,55,3,AppDev,1
E01654,4,608,56,3,AppDev,1
E01654,5,609,57,3,AppDev,1
E01654,3,610,58,3,AppDev,1
E01654,0.3,612,59,2,AppDev,1
E01654,3,613,60,3,AppDev,1
E01654,1,614,61,3,AppDev,1
E01654,1,615,62,2,AppDev,1
E01654,1,616,63,3,AppDev,1
E01654,3,617,64,3,AppDev,1
E01654,8,618,65,4,AppDev,1
E01654,4,624,66,3,AppDev,1
E01654,2,625,67,3,AppDev,1
E01654,1,648,68,2,AppDev,1
E01654,0.1,653,69,1,AppDev,1
E01654,0.1,654,70,1,AppDev,1
E01654,5,661,71,5,AppDev,1
E01654,6,662,72,4,AppDev,1
E01654,0.1,663,73,1,AppDev,1
E01654,2,667,74,3,AppDev,1
E01654,0.1,668,75,1,AppDev,1
E01654,2,669,76,4,AppDev,1
E01654,0.1,670,77,2,AppDev,1
E01654,6,671,78,4,AppDev,1
E01654,0.1,672,79,2,AppDev,1
E01654,3,673,80,4,AppDev,1
E01654,0.5,675,81,2,AppDev,1
E01654,0.1,677,82,1,AppDev,1
E01654,0.1,680,83,1,AppDev,1
E01654,0.5,681,84,1,AppDev,1
E01654,0.4,682,85,3,AppDev,1
E01654,0.2,683,86,2,AppDev,1
E01654,0.2,684,87,1,AppDev,1
E01654,0.5,684,88,1,AppDev,1
E01654,0,711,89,1,AppDev,1
E01656,1,6,1,2,AppDev,1
E01656,1,13,2,3,AppDev,1
E01656,1,14,3,3,AppDev,1
E01656,1,15,4,3,AppDev,1
E01656,3,17,5,3,AppDev,1
E01656,5,18,6,3,AppDev,1
E01656,2,26,7,3,AppDev,1
E01656,1,28,8,3,AppDev,1
E01656,5,29,9,3,AppDev,1
E01656,1,30,10,3,AppDev,1
E01656,1,37,11,3,AppDev,1
E01656,1,45,12,3,AppDev,1
E01656,9,47,13,3,AppDev,1
E01656,1,143,14,2,AppDev,1
E01656,1,145,15,2,AppDev,1
E01656,6,146,16,3,AppDev,1
E01656,5,151,17,3,AppDev,1
E01656,5,156,18,3,AppDev,1
E01656,1,165,19,2,AppDev,1
E01656,1,181,20,3,AppDev,1
E01656,3,189,21,3,AppDev,1
E01656,1,380,22,3,AppDev,1
E01656,1,413,23,2,AppDev,1
E01656,12,446,24,3,AppDev,1
E01656,1,474,25,2,AppDev,1
E01656,1,535,26,3,AppDev,1
E01656,5,537,27,3,AppDev,1
E01656,4,538,28,3,AppDev,1
E01661,1.3,196,1,2,QA,4
E01661,1,378,2,2,QA,4
E01661,1,443,3,1,QA,4
E01661,8,450,4,3,QA,4
E01661,2,572,5,3,QA,4
E01661,1,576,6,3,QA,4
E01661,7,600,7,3,QA,4
E01661,4,603,8,3,QA,4
E01661,7,607,9,3,QA,4
E01661,2,609,10,3,QA,4
E01661,3,611,11,3,QA,4
E01661,1,618,12,1,QA,4
E01661,3,621,13,3,QA,4
E01661,3,625,14,3,QA,4
E01661,0,661,15,2,QA,4
E01661,2,662,16,2,QA,4
E01661,0,673,17,2,QA,4
E01668,0.5,12,1,2,AppDev,1
E01668,1,13,2,2,AppDev,1
E01668,1,15,3,2,AppDev,1
E01668,5,18,4,3,AppDev,1
E01668,1,21,5,3,AppDev,1
E01668,3,26,6,3,AppDev,1
E01668,3,30,7,3,AppDev,1
E01668,1,37,8,2,AppDev,1
E01668,7,47,9,3,AppDev,1
E01668,2,56,10,2,AppDev,1
E01668,1,142,11,2,AppDev,1
E01668,1,143,12,1,AppDev,1
E01668,1,143,13,2,AppDev,1
E01668,2,145,14,2,AppDev,1
E01668,5,146,15,3,AppDev,1
E01668,5,151,16,3,AppDev,1
E01668,3,156,17,3,AppDev,1
E01668,0.1,165,18,1,AppDev,1
E01668,2,180,19,2,AppDev,1
E01668,1,184,20,3,AppDev,1
E01668,3,189,21,3,AppDev,1
E01668,7,193,22,3,AppDev,1
E01668,1,249,23,2,AppDev,1
E01668,4,254,24,2,AppDev,1
E01668,2,375,25,2,AppDev,1
E01668,0.5,377,26,3,AppDev,1
E01668,6,378,27,3,AppDev,1
E01668,1,413,28,2,AppDev,1
E01668,6,446,29,3,AppDev,1
E01668,1,742,30,2,AppDev,1
E01671,1,17,1,3,AppDev,1
E01671,3,18,2,3,AppDev,1
E01671,1,23,3,3,AppDev,1
E01671,2,28,4,3,AppDev,1
E01671,6,47,5,4,AppDev,1
E01671,1,142,6,2,AppDev,1
E01671,1,169,7,2,AppDev,1
E01671,1,190,8,1,AppDev,1
E01671,1,253,9,2,AppDev,1
E01671,0.1,260,10,1,AppDev,1
E01671,0.3,263,11,3,AppDev,1
E01671,1,271,12,2,AppDev,1
E01671,0.1,346,13,1,AppDev,1
E01671,1.3,352,14,3,AppDev,1
E01671,1,353,15,3,AppDev,1
E01671,6,361,16,4,AppDev,1
E01671,5,368,17,4,AppDev,1
E01671,0.8,370,18,3,AppDev,1
E01671,4,380,19,4,AppDev,1
E01671,1,383,20,2,AppDev,1
E01671,5,385,21,4,AppDev,1
E01671,2,387,22,3,AppDev,1
E01671,0.3,395,23,3,AppDev,1
E01671,2,408,24,4,AppDev,1
E01671,3,410,25,4,AppDev,1
E01671,1,414,26,2,AppDev,1
E01671,6,446,27,4,AppDev,1
E01671,0.5,447,28,1,AppDev,1
E01671,0.5,455,29,1,AppDev,1
E01671,0.5,471,30,1,AppDev,1
E01671,2,578,31,3,AppDev,1
E01671,2,579,32,3,AppDev,1
E01683,3,8,1,4,QA,4
E01683,3,11,2,4,QA,4
E01683,2,46,3,2,QA,4
E01683,1,47,4,1,QA,4
E01683,1,146,5,1,QA,4
E01683,20,193,6,5,QA,4
E01683,10,195,7,3,QA,4
E01683,20,196,8,3,QA,4
E01683,15,197,9,2,QA,4
E01683,20,238,10,5,QA,4
E01683,10,243,11,2,QA,4
E01683,5,245,12,3,QA,4
E01683,11,245,13,3,QA,4
E01683,10,246,14,1,QA,4
E01683,1,249,15,2,QA,4
E01683,5,337,16,2,QA,4
E01683,1,373,17,2,QA,4
E01683,22,378,18,3,QA,4
E01683,2,380,19,2,QA,4
E01683,10,382,20,3,QA,4
E01683,5,385,21,3,QA,4
E01683,15,423,22,5,QA,4
E01683,7,426,23,5,QA,4
E01683,15,428,24,5,QA,4
E01683,7,430,25,4,QA,4
E01683,20,431,26,3,QA,4
E01683,20,432,27,5,QA,4
E01683,20,433,28,5,QA,4
E01683,10,434,29,3,QA,4
E01683,5,443,30,2,QA,4
E01683,10,444,31,2,QA,4
E01683,23,450,32,5,QA,4
E01683,23,452,33,5,QA,4
E01683,3,453,34,3,QA,4
E01683,3,455,35,3,QA,4
E01683,3,457,36,3,QA,4
E01683,10,458,37,3,QA,4
E01683,3,492,38,3,QA,4
E01683,3,493,39,2,QA,4
E01683,10,497,40,2,QA,4
E01683,2,503,41,2,QA,4
E01683,2,511,42,1,QA,4
E01683,23,530,43,5,QA,4
E01683,10,531,44,2,QA,4
E01683,5,533,45,5,QA,4
E01683,10,534,46,2,QA,4
E01683,2,535,47,2,QA,4
E01683,5,538,48,1,QA,4
E01683,1,546,49,2,QA,4
E01683,5,576,50,4,QA,4
E01683,22,585,51,3,QA,4
E01683,20,587,52,3,QA,4
E01683,2,589,53,2,QA,4
E01683,2,591,54,2,QA,4
E01683,22,600,55,5,QA,4
E01683,30,601,56,5,QA,4
E01683,22,602,57,5,QA,4
E01683,22,603,58,5,QA,4
E01683,22,604,59,5,QA,4
E01683,22,605,60,5,QA,4
E01683,22,607,61,5,QA,4
E01683,22,608,62,5,QA,4
E01683,22,609,63,5,QA,4
E01683,22,611,64,3,QA,4
E01683,24,620,65,5,QA,4
E01683,2,621,66,3,QA,4
E01683,24,623,67,4,QA,4
E01683,15,625,68,5,QA,4
E01683,15,656,69,3,QA,4
E01683,10,659,70,2,QA,4
E01683,1,661,71,1,QA,4
E01683,5,662,72,4,QA,4
E01683,15,729,73,3,QA,4
E01683,23,731,74,3,QA,4
E01683,3,744,75,2,QA,4
E01683,2,750,76,2,QA,4
E01683,20,751,77,3,QA,4
E01684,5,18,1,3,AppDev,1
E01684,5,25,2,3,AppDev,1
E01684,8,26,3,3,AppDev,1
E01684,4,28,4,3,AppDev,1
E01684,4,46,5,3,AppDev,1
E01684,8,47,6,3,AppDev,1
E01684,8,50,7,3,AppDev,1
E01684,1,73,8,3,AppDev,1
E01684,1,143,9,3,AppDev,1
E01684,4,145,10,3,AppDev,1
E01684,8,146,11,3,AppDev,1
E01684,8,151,12,3,AppDev,1
E01684,7,156,13,3,AppDev,1
E01684,4,183,14,3,AppDev,1
E01684,1,186,15,3,AppDev,1
E01684,1,189,16,3,AppDev,1
E01684,3,247,17,3,AppDev,1
E01684,4,248,18,3,AppDev,1
E01684,1,271,19,3,AppDev,1
E01684,7,378,20,3,AppDev,1
E01684,3,420,21,3,AppDev,1
E01684,3,423,22,3,AppDev,1
E01684,4,442,23,3,AppDev,1
E01684,4,535,24,3,AppDev,1
E01684,3,538,25,3,AppDev,1
E01684,4,572,26,3,AppDev,1
E01684,1,707,27,2,AppDev,1
E01684,4,711,28,2,AppDev,1
E01684,5,717,29,3,AppDev,1
E01688,2,264,1,2,AppDev,1
E01688,2,269,2,2,AppDev,1
E01688,2,352,3,4,AppDev,1
E01688,2,355,4,4,AppDev,1
E01688,1,360,5,2,AppDev,1
E01688,3.5,361,6,4,AppDev,1
E01688,3.5,368,7,4,AppDev,1
E01688,20,378,8,4,AppDev,1
E01688,20,379,9,4,AppDev,1
E01688,10,380,10,3,AppDev,1
E01688,18,382,11,4,AppDev,1
E01688,10,385,12,4,AppDev,1
E01688,10,387,13,4,AppDev,1
E01688,20,388,14,4,AppDev,1
E01688,20,389,15,4,AppDev,1
E01688,20,390,16,4,AppDev,1
E01688,3,408,17,4,AppDev,1
E01688,3,412,18,4,AppDev,1
E01688,2,413,19,3,AppDev,1
E01688,1,414,20,1,AppDev,1
E01688,20,420,21,4,AppDev,1
E01688,10,421,22,3,AppDev,1
E01688,15,538,23,3,AppDev,1
E01688,5,574,24,4,AppDev,1
E01688,5,578,25,4,AppDev,1
E01688,5,579,26,4,AppDev,1
E01688,3,580,27,2,AppDev,1
E01697,1,2,1,1,AppDev,1
E01697,3,17,2,3,AppDev,1
E01697,3,18,3,3,AppDev,1
E01697,2,25,4,2,AppDev,1
E01697,2,26,5,2,AppDev,1
E01697,5,28,6,3,AppDev,1
E01697,4,29,7,3,AppDev,1
E01697,1,39,8,1,AppDev,1
E01697,1,45,9,1,AppDev,1
E01697,4,46,10,3,AppDev,1
E01697,5,47,11,3,AppDev,1
E01697,2,49,12,2,AppDev,1
E01697,3,50,13,3,AppDev,1
E01697,1,130,14,3,AppDev,1
E01697,3,143,15,3,AppDev,1
E01697,4,146,16,3,AppDev,1
E01697,3,151,17,3,AppDev,1
E01697,3,156,18,3,AppDev,1
E01697,1,169,19,1,AppDev,1
E01697,3,183,20,3,AppDev,1
E01697,2,189,21,3,AppDev,1
E01697,1,271,22,1,AppDev,1
E01697,1,304,23,2,AppDev,1
E01697,2,375,24,2,AppDev,1
E01697,5,378,25,3,AppDev,1
E01697,2,385,26,3,AppDev,1
E01697,2,423,27,3,AppDev,1
E01697,3,429,28,3,AppDev,1
E01697,3,433,29,3,AppDev,1
E01697,5,446,30,3,AppDev,1
E01697,3,447,31,2,AppDev,1
E01697,1,448,32,2,AppDev,1
E01697,1,483,33,2,AppDev,1
E01697,1,471,34,2,AppDev,1
E01697,1,472,35,2,AppDev,1
E01697,1,488,36,2,AppDev,1
E01697,1,496,37,2,AppDev,1
E01697,5,532,38,3,AppDev,1
E01697,3,535,39,3,AppDev,1
E01697,3,538,40,3,AppDev,1
E01697,3,572,41,3,AppDev,1
E01697,2,591,42,3,AppDev,1
E01697,2,608,43,2,AppDev,1
E01697,1,657,44,1,AppDev,1
E01697,1,673,45,2,AppDev,1
E01697,1,707,46,1,AppDev,1
E01700,3,182,1,1,QA,4
E01700,2,218,2,1,QA,4
E01700,11,234,3,3,QA,4
E01700,4,249,4,3,QA,4
E01700,6,254,5,3,QA,4
E01700,1,411,6,2,QA,4
E01700,4,443,7,3,QA,4
E01700,3,452,8,3,QA,4
E01700,2,455,9,2,QA,4
E01700,1,474,10,2,QA,4
E01700,7,576,11,3,QA,4
E01700,7,581,12,3,QA,4
E01700,12,585,13,3,QA,4
E01700,7,587,14,3,QA,4
E01700,4,589,15,3,QA,4
E01700,7,600,16,3,QA,4
E01700,10,601,17,3,QA,4
E01700,4,602,18,3,QA,4
E01700,12,603,19,3,QA,4
E01700,12,604,20,3,QA,4
E01700,12,605,21,3,QA,4
E01700,4,617,22,3,QA,4
E01700,3,618,23,3,QA,4
E01700,4,618,24,3,QA,4
E01700,1,664,25,3,QA,4
E01700,0.5,719,26,2,QA,4
E01700,1,729,27,2,QA,4
E01707,5,195,1,3,PM,2
E01707,4,218,2,3,PM,2
E01707,15,225,3,3,PM,2
E01707,4,235,4,3,PM,2
E01707,4,236,5,3,PM,2
E01707,5,245,6,3,PM,2
E01707,5,254,7,3,PM,2
E01707,15,432,8,3,PM,2
E01707,15,433,9,3,PM,2
E01707,5,444,10,3,PM,2
E01707,5,448,11,3,PM,2
E01707,4,572,12,3,PM,2
E01707,5,575,13,3,PM,2
E01707,4,581,14,3,PM,2
E01707,15,584,15,3,PM,2
E01707,5,586,16,3,PM,2
E01709,1,2,1,1,AppDev,1
E01709,1,3,2,1,AppDev,1
E01709,1,12,3,3,AppDev,1
E01709,5,17,4,3,AppDev,1
E01709,10,29,5,3,AppDev,1
E01709,10,47,6,3,AppDev,1
E01709,5,50,7,3,AppDev,1
E01709,10,56,8,3,AppDev,1
E01709,1,124,9,2,AppDev,1
E01709,4,137,10,2,AppDev,1
E01709,10,146,11,3,AppDev,1
E01709,10,151,12,3,AppDev,1
E01709,1,155,13,3,AppDev,1
E01709,1,157,14,3,AppDev,1
E01709,1,169,15,3,AppDev,1
E01709,5,190,16,2,AppDev,1
E01709,10,193,17,3,AppDev,1
E01709,2,195,18,3,AppDev,1
E01709,10,196,19,3,AppDev,1
E01709,5,197,20,3,AppDev,1
E01709,5,220,21,3,AppDev,1
E01709,2,221,22,3,AppDev,1
E01709,5,223,23,3,AppDev,1
E01709,2,228,24,4,AppDev,1
E01709,2,229,25,3,AppDev,1
E01709,10,235,26,4,AppDev,1
E01709,5,240,27,3,AppDev,1
E01709,5,245,28,4,AppDev,1
E01709,1,247,29,3,AppDev,1
E01709,1,249,30,3,AppDev,1
E01709,5,252,31,3,AppDev,1
E01709,5,254,32,4,AppDev,1
E01709,7,337,33,3,AppDev,1
E01709,7,338,34,3,AppDev,1
E01709,7,339,35,3,AppDev,1
E01709,7,340,36,3,AppDev,1
E01709,7,341,37,3,AppDev,1
E01709,5,342,38,3,AppDev,1
E01709,4,343,39,3,AppDev,1
E01709,5,344,40,3,AppDev,1
E01709,5,345,41,3,AppDev,1
E01709,7,332,42,3,AppDev,1
E01709,7,333,43,3,AppDev,1
E01709,2,334,44,3,AppDev,1
E01709,2,335,45,3,AppDev,1
E01709,2,336,46,3,AppDev,1
E01709,7,375,47,3,AppDev,1
E01709,7,376,48,3,AppDev,1
E01709,7,378,49,3,AppDev,1
E01709,7,380,50,3,AppDev,1
E01709,7,383,51,3,AppDev,1
E01709,4,385,52,3,AppDev,1
E01709,5,406,53,3,AppDev,1
E01709,3,407,54,2,AppDev,1
E01709,3,413,55,2,AppDev,1
E01709,7,420,56,3,AppDev,1
E01709,19,446,57,4,AppDev,1
E01709,5,538,58,2,AppDev,1
E01713,1,14,1,3,AppDev,1
E01713,1,15,2,2,AppDev,1
E01713,5,18,3,3,AppDev,1
E01713,1,23,4,1,AppDev,1
E01713,1,23,5,3,AppDev,1
E01713,1,25,6,3,AppDev,1
E01713,1,26,7,3,AppDev,1
E01713,3,28,8,3,AppDev,1
E01713,5,29,9,3,AppDev,1
E01713,0.5,38,10,2,AppDev,1
E01713,1,46,11,2,AppDev,1
E01713,5,47,12,3,AppDev,1
E01713,1,49,13,3,AppDev,1
E01713,5,50,14,3,AppDev,1
E01713,1,52,15,3,AppDev,1
E01713,1,142,16,3,AppDev,1
E01713,3,143,17,3,AppDev,1
E01713,3,145,18,3,AppDev,1
E01713,5,146,19,3,AppDev,1
E01713,5,151,20,3,AppDev,1
E01713,6,154,21,3,AppDev,1
E01713,4,156,22,3,AppDev,1
E01713,3,160,23,3,AppDev,1
E01713,1,169,24,3,AppDev,1
E01713,2,183,25,3,AppDev,1
E01713,3,188,26,3,AppDev,1
E01713,3,189,27,3,AppDev,1
E01713,3,352,28,2,AppDev,1
E01713,1,375,29,3,AppDev,1
E01713,5,378,30,2,AppDev,1
E01713,2,389,31,2,AppDev,1
E01713,5,420,32,3,AppDev,1
E01713,3,423,33,2,AppDev,1
E01713,1,429,34,2,AppDev,1
E01713,1,433,35,2,AppDev,1
E01713,6,446,36,3,AppDev,1
E01713,1,455,37,2,AppDev,1
E01713,2,535,38,3,AppDev,1
E01713,3,538,39,3,AppDev,1
E01713,4,572,40,3,AppDev,1
E01713,2,743,41,3,AppDev,1
E01713,2,748,42,3,AppDev,1
E01715,1,18,1,3,QA,4
E01715,1,26,2,2,QA,4
E01715,1,29,3,2,QA,4
E01715,4,47,4,3,QA,4
E01715,1,49,5,2,QA,4
E01715,1,127,6,3,QA,4
E01715,1,143,7,1,QA,4
E01715,1,169,8,1,QA,4
E01715,4,254,9,3,QA,4
E01715,4,378,10,3,QA,4
E01715,1,421,11,2,QA,4
E01715,2,423,12,2,QA,4
E01715,2,426,13,3,QA,4
E01715,1,428,14,3,QA,4
E01715,2,430,15,3,QA,4
E01715,4,434,16,4,QA,4
E01715,4,443,17,4,QA,4
E01715,2,450,18,3,QA,4
E01715,1,479,19,2,QA,4
E01715,1,483,20,2,QA,4
E01715,2,471,21,3,QA,4
E01715,1,474,22,3,QA,4
E01715,2,475,23,3,QA,4
E01715,2,531,24,3,QA,4
E01715,1,535,25,3,QA,4
E01715,3,538,26,3,QA,4
E01715,1,571,27,3,QA,4
E01715,2,572,28,3,QA,4
E01715,4,577,29,3,QA,4
E01715,4,585,30,3,QA,4
E01715,4,587,31,3,QA,4
E01715,4,600,32,4,QA,4
E01715,2,601,33,3,QA,4
E01715,3,602,34,3,QA,4
E01715,2,603,35,3,QA,4
E01715,2,604,36,3,QA,4
E01715,2,605,37,3,QA,4
E01715,2,607,38,3,QA,4
E01715,2,608,39,3,QA,4
E01715,2,609,40,3,QA,4
E01715,1,613,41,3,QA,4
E01715,2,615,42,3,QA,4
E01715,3,617,43,4,QA,4
E01715,3,618,44,4,QA,4
E01715,2,624,45,3,QA,4
E01715,1,648,46,3,QA,4
E01715,2,653,47,4,QA,4
E01715,0.5,658,48,1,QA,4
E01715,3,661,49,3,QA,4
E01715,4,662,50,3,QA,4
E01715,2,671,51,3,QA,4
E01715,2,672,52,3,QA,4
E01731,9,600,1,3,QA,4
E01731,9,603,2,3,QA,4
E01731,9,604,3,3,QA,4
E01731,8,605,4,3,QA,4
E01731,8,607,5,3,QA,4
E01731,5,608,6,2,QA,4
E01731,8,609,7,3,QA,4
E01731,8,610,8,3,QA,4
E01731,1,618,9,1,QA,4
E01731,2,621,10,2,QA,4
E01731,5,623,11,2,QA,4
E01731,9,625,12,3,QA,4
E01731,5,628,13,3,QA,4
E01731,1,631,14,2,QA,4
E01731,1,661,15,1,QA,4
E01731,3,662,16,3,QA,4
E01731,1,671,17,1,QA,4
E01736,1,14,1,3,AppDev,1
E01736,2,17,2,2,AppDev,1
E01736,6,18,3,3,AppDev,1
E01736,6,26,4,3,AppDev,1
E01736,1,28,5,2,AppDev,1
E01736,1,30,6,2,AppDev,1
E01736,8,47,7,4,AppDev,1
E01736,1,143,8,2,AppDev,1
E01736,6,146,9,3,AppDev,1
E01736,6,151,10,3,AppDev,1
E01736,6,154,11,3,AppDev,1
E01736,6,156,12,3,AppDev,1
E01736,0.5,165,13,1,AppDev,1
E01736,5,189,14,2,AppDev,1
E01736,2,253,15,2,AppDev,1
E01736,0.5,256,16,2,AppDev,1
E01736,1,263,17,2,AppDev,1
E01736,1,264,18,2,AppDev,1
E01736,1,269,19,2,AppDev,1
E01736,0.5,349,20,2,AppDev,1
E01736,1,352,21,2,AppDev,1
E01736,0.3,358,22,1,AppDev,1
E01736,6,378,23,3,AppDev,1
E01736,6,446,24,4,AppDev,1
E01736,1,535,25,2,AppDev,1
E01736,6,538,26,3,AppDev,1
E01736,1,581,27,1,AppDev,1
E01736,3,607,28,3,AppDev,1
E01736,2,711,29,2,AppDev,1
E01736,1,717,30,2,AppDev,1
E01736,6,732,31,3,AppDev,1
E01740,4,139,1,4,BA,3
E01740,4,141,2,4,BA,3
E01740,2,190,3,1,BA,3
E01740,0.5,193,4,1,BA,3
E01740,12,195,5,4,BA,3
E01740,3,198,6,4,BA,3
E01740,12,219,7,4,BA,3
E01740,12,220,8,5,BA,3
E01740,3,221,9,1,BA,3
E01740,8,222,10,3,BA,3
E01740,12,223,11,4,BA,3
E01740,14,225,12,4,BA,3
E01740,3,226,13,4,BA,3
E01740,3,227,14,4,BA,3
E01740,3,228,15,3,BA,3
E01740,8,229,16,5,BA,3
E01740,10,230,17,4,BA,3
E01740,14,231,18,4,BA,3
E01740,14,233,19,5,BA,3
E01740,14,234,20,4,BA,3
E01740,14,235,21,4,BA,3
E01740,12,236,22,4,BA,3
E01740,8,239,23,3,BA,3
E01740,12,240,24,4,BA,3
E01740,12,242,25,4,BA,3
E01740,8,243,26,3,BA,3
E01740,12,245,27,4,BA,3
E01740,5,246,28,2,BA,3
E01740,12,252,29,4,BA,3
E01740,6,253,30,3,BA,3
E01740,7,254,31,3,BA,3
E01740,1,382,32,2,BA,3
E01740,12,422,33,4,BA,3
E01740,10,423,34,3,BA,3
E01740,3,424,35,2,BA,3
E01740,3,431,36,3,BA,3
E01740,3,432,37,3,BA,3
E01740,8,433,38,3,BA,3
E01740,24,444,39,4,BA,3
E01740,12,448,40,3,BA,3
E01740,3,449,41,4,BA,3
E01740,3,451,42,3,BA,3
E01740,3,454,43,3,BA,3
E01740,5,455,44,3,BA,3
E01740,1,457,45,2,BA,3
E01740,5,460,46,3,BA,3
E01740,3,570,47,3,BA,3
E01740,6,571,48,3,BA,3
E01740,8,572,49,4,BA,3
E01740,12,575,50,4,BA,3
E01740,10,580,51,4,BA,3
E01740,5.5,581,52,3,BA,3
E01740,3,582,53,3,BA,3
E01740,14,584,54,3,BA,3
E01740,14,586,55,4,BA,3
E01740,3,591,56,3,BA,3
E01740,10,600,57,2,BA,3
E01740,10,611,58,4,BA,3
E01740,1,708,59,2,BA,3
E01740,2,717,60,2,BA,3
E01740,3,720,61,4,BA,3
E01740,3,725,62,4,BA,3
E01740,6,728,63,3,BA,3
E01740,5.5,730,64,3,BA,3
E01740,14,731,65,5,BA,3
E01740,13,732,66,5,BA,3
E01740,5,747,67,3,BA,3
E01740,3,749,68,4,BA,3
E01740,10,751,69,4,BA,3
E01741,3,47,1,3,QA,4
E01741,1,50,2,1,QA,4
