PersonnelNumber,YearsExperience,Skill Id,Skill Level
E01671,0.3,395,3
E01671,2,408,4
E01671,3,410,4
E01671,1,414,2
E01671,6,446,4
E01671,0.5,447,1
E01671,0.5,455,1
E01671,0.5,471,1
E01671,2,578,3
E01671,2,579,3
E01672,,0,
E01673,,0,
E01675,,0,
E01676,,0,
E01677,,0,
E01678,,0,
E01679,,0,
E01680,,0,
E01682,,0,
E01683,3,8,4
E01683,3,11,4
E01683,2,46,2
E01683,1,47,1
E01683,1,146,1
E01683,20,193,5
E01683,10,195,3
E01683,20,196,3
E01683,15,197,2
E01683,20,238,5
E01683,10,243,2
E01683,5,245,3
E01683,11,245,3
E01683,10,246,1
E01683,1,249,2
E01683,5,337,2
E01683,1,373,2
E01683,22,378,3
E01683,2,380,2
E01683,10,382,3
E01683,5,385,3
E01683,15,423,5
E01683,7,426,5
E01683,15,428,5
E01683,7,430,4
E01683,20,431,3
E01683,20,432,5
E01683,20,433,5
E01683,10,434,3
E01683,5,443,2
E01683,10,444,2
E01683,23,450,5
E01683,23,452,5
E01683,3,453,3
E01683,3,455,3
E01683,3,457,3
E01683,10,458,3
E01683,3,492,3
E01683,3,493,2
E01683,10,497,2
E01683,2,503,2
E01683,2,511,1
E01683,23,530,5
E01683,10,531,2
E01683,5,533,5
E01683,10,534,2
E01683,2,535,2
E01683,5,538,1
E01683,1,546,2
E01683,5,576,4
E01683,22,585,3
E01683,20,587,3
E01683,2,589,2
E01683,2,591,2
E01683,22,600,5
E01683,30,601,5
E01683,22,602,5
E01683,22,603,5
E01683,22,604,5
E01683,22,605,5
E01683,22,607,5
E01683,22,608,5
E01683,22,609,5
E01683,22,611,3
E01683,24,620,5
E01683,2,621,3
E01683,24,623,4
E01683,15,625,5
E01683,15,656,3
E01683,10,659,2
E01683,1,661,1
E01683,5,662,4
E01683,15,729,3
E01683,23,731,3
E01683,3,744,2
E01683,2,750,2
E01683,20,751,3
E01684,5,18,3
E01684,5,25,3
E01684,8,26,3
E01684,4,28,3
E01684,4,46,3
E01684,8,47,3
E01684,8,50,3
E01684,1,73,3
E01684,1,143,3
E01684,4,145,3
E01684,8,146,3
E01684,8,151,3
E01684,7,156,3
E01684,4,183,3
E01684,1,186,3
E01684,1,189,3
E01684,3,247,3
E01684,4,248,3
E01684,1,271,3
E01684,7,378,3
E01684,3,420,3
E01684,3,423,3
E01684,4,442,3
E01684,4,535,3
E01684,3,538,3
E01684,4,572,3
E01684,1,707,2
E01684,4,711,2
E01684,5,717,3
E01685,,0,
E01688,2,264,2
E01688,2,269,2
E01688,2,352,4
E01688,2,355,4
E01688,1,360,2
E01688,3.5,361,4
E01688,3.5,368,4
E01688,20,378,4
E01688,20,379,4
E01688,10,380,3
E01688,18,382,4
E01688,10,385,4
E01688,10,387,4
E01688,20,388,4
E01688,20,389,4
E01688,20,390,4
E01688,3,408,4
E01688,3,412,4
E01688,2,413,3
E01688,1,414,1
E01688,20,420,4
E01688,10,421,3
E01688,15,538,3
E01688,5,574,4
E01688,5,578,4
E01688,5,579,4
E01688,3,580,2
E01689,,0,
E01690,,0,
E01693,,0,
E01694,,0,
E01695,,0,
E01696,,0,
E01697,1,2,1
E01697,3,17,3
E01697,3,18,3
E01697,2,25,2
E01697,2,26,2
E01697,5,28,3
E01697,4,29,3
E01697,1,39,1
E01697,1,45,1
E01697,4,46,3
E01697,5,47,3
E01697,2,49,2
E01697,3,50,3
E01697,1,130,3
E01697,3,143,3
E01697,4,146,3
E01697,3,151,3
E01697,3,156,3
E01697,1,169,1
E01697,3,183,3
E01697,2,189,3
E01697,1,271,1
E01697,1,304,2
E01697,2,375,2
E01697,5,378,3
E01697,2,385,3
E01697,2,423,3
E01697,3,429,3
E01697,3,433,3
E01697,5,446,3
E01697,3,447,2
E01697,1,448,2
E01697,1,483,2
E01697,1,471,2
E01697,1,472,2
E01697,1,488,2
E01697,1,496,2
E01697,5,532,3
E01697,3,535,3
E01697,3,538,3
E01697,3,572,3
E01697,2,591,3
E01697,2,608,2
E01697,1,657,1
E01697,1,673,2
E01697,1,707,1
E01699,,0,
E01700,3,182,1
E01700,2,218,1
E01700,11,234,3
E01700,4,249,3
E01700,6,254,3
E01700,1,411,2
E01700,4,443,3
E01700,3,452,3
E01700,2,455,2
E01700,1,474,2
E01700,7,576,3
E01700,7,581,3
E01700,12,585,3
E01700,7,587,3
E01700,4,589,3
E01700,7,600,3
E01700,10,601,3
E01700,4,602,3
E01700,12,603,3
E01700,12,604,3
E01700,12,605,3
E01700,4,617,3
E01700,3,618,3
E01700,4,618,3
E01700,1,664,3
E01700,0.5,719,2
E01700,1,729,2
E01702,,0,
E01703,,0,
E01704,,0,
E01707,5,195,3
E01707,4,218,3
E01707,15,225,3
E01707,4,235,3
E01707,4,236,3
E01707,5,245,3
E01707,5,254,3
E01707,15,432,3
E01707,15,433,3
E01707,5,444,3
E01707,5,448,3
E01707,4,572,3
E01707,5,575,3
E01707,4,581,3
E01707,15,584,3
E01707,5,586,3
E01708,,0,
E01709,1,2,1
E01709,1,3,1
E01709,1,12,3
E01709,5,17,3
E01709,10,29,3
E01709,10,47,3
E01709,5,50,3
E01709,10,56,3
E01709,1,124,2
E01709,4,137,2
E01709,10,146,3
E01709,10,151,3
E01709,1,155,3
E01709,1,157,3
E01709,1,169,3
E01709,5,190,2
E01709,10,193,3
E01709,2,195,3
E01709,10,196,3
E01709,5,197,3
E01709,5,220,3
E01709,2,221,3
E01709,5,223,3
E01709,2,228,4
E01709,2,229,3
E01709,10,235,4
E01709,5,240,3
E01709,5,245,4
E01709,1,247,3
E01709,1,249,3
E01709,5,252,3
E01709,5,254,4
E01709,7,337,3
E01709,7,338,3
E01709,7,339,3
E01709,7,340,3
E01709,7,341,3
E01709,5,342,3
E01709,4,343,3
E01709,5,344,3
E01709,5,345,3
E01709,7,332,3
E01709,7,333,3
E01709,2,334,3
E01709,2,335,3
E01709,2,336,3
E01709,7,375,3
E01709,7,376,3
E01709,7,378,3
E01709,7,380,3
E01709,7,383,3
E01709,4,385,3
E01709,5,406,3
E01709,3,407,2
E01709,3,413,2
E01709,7,420,3
E01709,19,446,4
E01709,5,538,2
E01710,,0,
E01711,,0,
E01713,1,14,3
E01713,1,15,2
E01713,5,18,3
E01713,1,23,1
E01713,1,23,3
E01713,1,25,3
E01713,1,26,3
E01713,3,28,3
E01713,5,29,3
E01713,0.5,38,2
E01713,1,46,2
E01713,5,47,3
E01713,1,49,3
E01713,5,50,3
E01713,1,52,3
E01713,1,142,3
E01713,3,143,3
E01713,3,145,3
E01713,5,146,3
E01713,5,151,3
E01713,6,154,3
E01713,4,156,3
E01713,3,160,3
E01713,1,169,3
E01713,2,183,3
E01713,3,188,3
E01713,3,189,3
E01713,3,352,2
E01713,1,375,3
E01713,5,378,2
E01713,2,389,2
E01713,5,420,3
E01713,3,423,2
E01713,1,429,2
E01713,1,433,2
E01713,6,446,3
E01713,1,455,2
E01713,2,535,3
E01713,3,538,3
E01713,4,572,3
E01713,2,743,3
E01713,2,748,3
E01714,,0,
E01715,1,18,3
E01715,1,26,2
E01715,1,29,2
E01715,4,47,3
E01715,1,49,2
E01715,1,127,3
E01715,1,143,1
E01715,1,169,1
E01715,4,254,3
E01715,4,378,3
E01715,1,421,2
E01715,2,423,2
E01715,2,426,3
E01715,1,428,3
E01715,2,430,3
E01715,4,434,4
E01715,4,443,4
E01715,2,450,3
E01715,1,479,2
E01715,1,483,2
E01715,2,471,3
E01715,1,474,3
E01715,2,475,3
E01715,2,531,3
E01715,1,535,3
E01715,3,538,3
E01715,1,571,3
E01715,2,572,3
E01715,4,577,3
E01715,4,585,3
E01715,4,587,3
E01715,4,600,4
E01715,2,601,3
E01715,3,602,3
E01715,2,603,3
E01715,2,604,3
E01715,2,605,3
E01715,2,607,3
E01715,2,608,3
E01715,2,609,3
E01715,1,613,3
E01715,2,615,3
E01715,3,617,4
E01715,3,618,4
E01715,2,624,3
E01715,1,648,3
E01715,2,653,4
E01715,0.5,658,1
E01715,3,661,3
E01715,4,662,3
E01715,2,671,3
E01715,2,672,3
E01716,,0,
E01717,,0,
E01718,,0,
E01719,,0,
E01721,2,5,1
E01721,2,32,2
E01721,4,49,2
E01721,1,134,1
E01721,4,143,3
E01721,3,145,3
E01721,10,146,3
E01721,10,151,3
E01721,5,156,3
E01721,3,189,3
E01721,6,201,3
E01721,10,225,4
E01721,3,229,3
E01721,2,230,2
E01721,7,232,3
E01721,7,233,3
E01721,10,238,3
E01721,8,245,4
E01721,4,247,3
E01721,10,422,4
E01721,8,423,4
E01721,7,424,4
E01721,5,432,4
E01721,14,445,3
E01721,9,448,4
E01721,8,454,4
E01721,5,571,3
E01721,2,580,3
E01721,5,581,4
E01721,2,582,4
E01721,7,584,4
E01721,6,591,4
E01721,3,592,3
E01721,4,712,3
E01721,2,716,2
E01721,7,717,3
E01721,5,719,3
E01721,5,723,3
E01721,8,724,3
E01721,4,729,3
E01721,10,743,3
E01721,12,747,3
E01721,10,748,3
E01721,5,751,3
E01722,,0,
E01724,,0,
E01725,,0,
E01727,,0,
E01730,,0,
E01731,9,600,3
E01731,9,603,3
E01731,9,604,3
E01731,8,605,3
E01731,8,607,3
E01731,5,608,2
E01731,8,609,3
E01731,8,610,3
E01731,1,618,1
E01731,2,621,2
E01731,5,623,2
E01731,9,625,3
E01731,5,628,3
E01731,1,631,2
E01731,1,661,1
E01731,3,662,3
E01731,1,671,1
E01732,,0,
E01735,,0,
E01736,1,14,3
E01736,2,17,2
E01736,6,18,3
E01736,6,26,3
E01736,1,28,2
E01736,1,30,2
E01736,8,47,4
E01736,1,143,2
E01736,6,146,3
E01736,6,151,3
E01736,6,154,3
E01736,6,156,3
E01736,0.5,165,1
E01736,5,189,2
E01736,2,253,2
E01736,0.5,256,2
E01736,1,263,2
E01736,1,264,2
E01736,1,269,2
E01736,0.5,349,2
E01736,1,352,2
E01736,0.3,358,1
E01736,6,378,3
E01736,6,446,4
E01736,1,535,2
E01736,6,538,3
E01736,1,581,1
E01736,3,607,3
E01736,2,711,2
E01736,1,717,2
E01736,6,732,3
E01737,,0,
E01738,,0,
E01740,4,139,4
E01740,4,141,4
E01740,2,190,1
E01740,0.5,193,1
E01740,12,195,4
E01740,3,198,4
E01740,12,219,4
E01740,12,220,5
E01740,3,221,1
E01740,8,222,3
E01740,12,223,4
E01740,14,225,4
E01740,3,226,4
E01740,3,227,4
E01740,3,228,3
E01740,8,229,5
E01740,10,230,4
E01740,14,231,4
E01740,14,233,5
E01740,14,234,4
E01740,14,235,4
E01740,12,236,4
E01740,8,239,3
E01740,12,240,4
E01740,12,242,4
E01740,8,243,3
E01740,12,245,4
E01740,5,246,2
E01740,12,252,4
E01740,6,253,3
E01740,7,254,3
E01740,1,382,2
E01740,12,422,4
E01740,10,423,3
E01740,3,424,2
E01740,3,431,3
E01740,3,432,3
E01740,8,433,3
E01740,24,444,4
E01740,12,448,3
E01740,3,449,4
E01740,3,451,3
E01740,3,454,3
E01740,5,455,3
E01740,1,457,2
E01740,5,460,3
E01740,3,570,3
E01740,6,571,3
E01740,8,572,4
E01740,12,575,4
E01740,10,580,4
E01740,5.5,581,3
E01740,3,582,3
E01740,14,584,3
E01740,14,586,4
E01740,3,591,3
E01740,10,600,2
E01740,10,611,4
E01740,1,708,2
E01740,2,717,2
E01740,3,720,4
E01740,3,725,4
E01740,6,728,3
E01740,5.5,730,3
E01740,14,731,5
E01740,13,732,5
E01740,5,747,3
E01740,3,749,4
E01740,10,751,4
E01741,3,47,3
E01741,1,50,1
E01741,5,254,3
E01741,6,378,3
E01741,1,385,3
E01741,4,443,4
E01741,3,455,3
E01741,4,531,3
E01741,5,572,3
E01741,4,576,4
E01741,4,581,4
E01741,4,587,4
E01741,2,614,4
E01741,2,617,4
E01741,2,618,4
E01741,2,652,4
E01741,2,654,4
E01741,2,661,4
E01741,2,662,4
E01741,2,671,4
E01741,2,672,4
E01741,2,673,4
E01742,,0,
E01743,4,47,3
E01743,7,433,4
E01743,2,531,3
E01743,7,572,4
E01743,7,576,3
E01743,10,600,5
E01743,5,748,2
E01743,5,752,3
E01744,,0,
E01746,,0,
E01747,3,454,1
E01747,3,572,1
E01747,3,581,1
E01747,11,584,2
E01748,,0,
E01750,,0,
E01751,10,14,3
E01751,10,17,3
E01751,1,23,2
E01751,10,26,3
E01751,5,28,3
E01751,10,29,3
E01751,3,45,3
E01751,10,47,3
E01751,10,50,3
E01751,10,56,3
E01751,2,143,3
E01751,1,146,2
E01751,3,156,3
E01751,1,159,2
E01751,1,160,2
E01751,1,165,2
E01751,1,169,2
E01751,10,711,3
E01751,1,717,2
E01751,1,748,2
E01751,4,752,2
E2007,3,18,3
E2007,2,30,2
E2007,6,47,3
E2007,10,192,3
E2007,10,199,5
E2007,10,252,4
E2007,2,264,2
E2007,1,266,3
E2007,4,413,3
E2007,10,422,5
E2007,5,423,4
E2007,6,442,4
E2007,5,447,3
E2007,4,580,5
E2007,12,747,3
E2007,12,751,4
E2021,10,14,3
E2021,8,17,3
E2021,2.5,18,2
E2021,1,23,2
E2021,2.5,26,3
E2021,5,28,3
E2021,12,29,4
E2021,8,45,3
E2021,16,47,3
E2021,11,50,4
E2021,7,56,3
E2021,0.3,134,2
E2021,2,142,4
E2021,4,143,4
E2021,0.3,144,1
E2021,5,145,3
E2021,10,146,3
E2021,1,149,2
E2021,1,150,2
E2021,17,151,4
E2021,2.5,152,3
E2021,4,156,3
E2021,2.5,160,3
E2021,0.3,164,1
E2021,0.3,165,1
E2021,0.5,166,1
E2021,4,169,4
E2021,0.5,172,1
E2021,3,174,3
E2021,5,183,3
E2021,4,189,4
E2021,8,192,2
E2021,5,199,4
E2021,2,232,2
E2021,11,235,2
E2021,3,249,3
E2021,10,252,3
E2021,1,268,2
E2021,2.5,271,2
E2021,14,378,3
E2021,12,420,3
E2021,2,421,2
E2021,4,423,3
E2021,5,425,4
E2021,4,429,4
E2021,6,431,3
E2021,2.5,432,3
E2021,6,433,4
E2021,5,442,3
E2021,5,444,2
E2021,16,446,4
E2021,6,447,4
E2021,1,478,2
E2021,1,479,2
E2021,3,535,3
E2021,2,537,2
E2021,4,538,3
E2021,6,572,3
E2021,4,581,3
E2021,10,624,3
E2021,16,625,3
E2039,,0,
E2041,,0,
E2042,,0,
E2117,,0,
E2126,2,191,2
E2126,1,197,3
E2126,5,253,4
E2126,5,254,4
E2126,2,375,2
E2126,5,423,4
E2126,3,428,3
E2126,3,432,4
E2126,1,434,3
E2126,2,434,3
E2126,1,443,2
E2126,6,450,4
E2126,5,452,4
E2126,5,600,3
E2126,4,601,4
E2126,5,603,3
E2126,6,604,4
E2126,6,607,4
E2126,6,609,4
E2126,1,617,3
E2126,1,618,2
E2126,3,620,2
E2126,2,621,3
E2126,6,622,4
E2126,2,623,2
E2126,4,624,3
E2126,1,650,4
E2126,4,650,4
E2126,1,652,2
E2126,1,656,3
E2126,1,661,3
E2126,2,661,3
E2126,6,662,4
E2126,1,671,2
E2127,1,4,2
E2127,1,5,2
E2127,1,12,2
E2127,4,17,3
E2127,1,18,2
E2127,2,25,2
E2127,2,26,3
E2127,5,28,3
E2127,6,29,2
E2127,1,32,2
E2127,15,47,4
E2127,1,49,2
E2127,20,50,4
E2127,1,52,1
E2127,1,134,3
E2127,1,143,2
E2127,2,143,3
E2127,2,145,3
E2127,4,145,3
E2127,4,146,3
E2127,19,151,3
E2127,1,153,1
E2127,4,156,3
E2127,2,159,3
E2127,2,165,3
E2127,2,169,4
E2127,5,189,3
E2127,20,191,3
E2127,15,192,3
E2127,15,193,3
E2127,4,194,2
E2127,3,249,3
E2127,1,252,2
E2127,2,264,3
E2127,1,268,3
E2127,3,269,3
E2127,3,271,3
E2127,5,338,3
E2127,9,339,3
E2127,3,342,2
E2127,5,343,3
E2127,5,345,3
E2127,1,334,1
E2127,1,347,1
E2127,4,352,3
E2127,0.5,353,1
E2127,0.3,357,1
E2127,1,358,3
E2127,0.3,361,1
E2127,1,363,3
E2127,0.3,364,1
E2127,1,375,1
E2127,8,378,3
E2127,10,379,3
E2127,2,380,3
E2127,19,390,3
E2127,6,406,3
E2127,1,408,2
E2127,0.5,410,1
E2127,0.3,413,1
E2127,0.5,416,1
E2127,1,417,4
E2127,19,420,3
E2127,8,422,4
E2127,5,423,4
E2127,8,425,3
E2127,6,427,4
E2145,,0,
E2153,8,193,3
E2153,8,195,4
E2153,18,196,4
E2153,7,197,3
E2153,4,199,2
E2153,3,201,2
E2153,4,204,4
E2153,4,207,4
E2153,10,218,3
E2153,10,219,3
E2153,8,220,3
E2153,17,221,4
E2153,18,222,3
E2153,18,225,4
E2153,5,226,2
E2153,4,228,3
E2153,7,229,3
E2153,5,231,3
E2153,18,235,4
E2153,18,236,4
E2153,17,240,3
E2153,10,243,4
E2153,7,245,4
E2153,15,246,3
E2153,4,249,2
E2153,1,250,2
E2153,7,252,3
E2153,4,254,3
E2153,8,423,4
E2153,17,444,4
E2153,1,454,2
E2153,1,571,2
E2153,8,572,4
E2153,8,575,4
E2153,8,580,3
E2153,4,581,2
E2153,1,582,2
E2153,17,586,4
E2153,1,591,1
E2153,7,592,2
E2153,10,607,3
E2153,10,608,3
E2153,10,609,3
E2153,10,611,2
E2153,7,623,2
E2153,8,730,3
E2153,8,731,4
E2153,3,732,2
E2153,7,751,3
E2154,,0,
E2160,,0,
E2164,,0,
E2165,4,195,3
E2165,25,196,4
E2165,25,199,3
E2165,25,222,4
E2165,25,223,4
E2165,30,233,4
E2165,25,236,4
E2165,25,378,3
E2165,25,422,4
E2165,30,448,4
E2165,20,451,4
E2165,10,571,3
E2165,4,572,4
E2165,20,580,3
E2165,4,581,4
E2174,,0,
E2178,1,266,3
E2178,0.5,346,1
E2178,0.5,348,1
E2178,0.5,349,1
E2178,0.5,350,1
E2178,1,352,3
E2178,1,353,3
E2178,1,354,3
E2178,1,358,3
E2178,2,361,3
E2178,7,362,3
E2178,1,363,1
E2178,1,366,3
E2178,7,367,4
E2178,1,368,3
E2178,1,372,2
E2178,0.5,377,1
E2178,17,378,4
E2178,10,380,4
E2178,8,389,3
E2178,1,397,3
E2178,2,408,3
E2178,10,413,3
E2178,0.5,415,1
E2178,1,417,1
E2178,17,420,4
E2178,1,433,3
E2178,17,446,3
E2178,1,535,3
E2178,10,538,3
E2178,1,544,2
E2178,5,572,3
E2185,,0,
E2186,,0,
E2187,,0,
E2190,3,28,3
E2190,5,47,3
E2190,5,50,3
E2190,2,134,2
E2190,4,145,3
E2190,8,151,3
E2190,2,185,2
E2190,5,189,3
E2190,5,254,2
E2190,1.5,271,2
E2190,5,446,3
E2190,2.5,547,2
E2192,,0,
E2193,1.5,18,3
E2193,0.5,25,2
E2193,2,26,3
E2193,5,28,3
E2193,5,47,3
E2193,3.5,49,3
E2193,4,50,3
E2193,1,124,3
E2193,2,142,3
E2193,1,143,3
E2193,3,145,3
E2193,2,146,3
E2193,3,156,3
E2193,2,169,3
E2193,1,187,2
E2193,4,189,3
E2193,1.5,263,2
E2193,1.5,271,2
E2193,0.5,272,2
E2193,0.5,276,2
E2193,0.5,304,2
E2193,0.5,368,2
E2193,2,374,3
E2193,4,378,3
E2193,1,380,2
E2193,1,385,2
E2193,0.3,408,2
E2193,0.3,413,2
E2193,3,420,3
E2193,3,423,3
E2193,3,446,3
E2193,0.3,479,2
E2193,0.5,535,3
E2193,3,538,3
E2193,3,581,3
E2193,1,591,3
E2194,2,18,3
E2194,4,28,3
E2194,4,29,3
E2194,4,47,3
E2194,1,50,2
E2194,1,143,1
E2194,1,184,3
E2194,1.5,374,3
E2194,2,378,3
E2194,3,446,3
E2195,,0,
E2198,,0,
E2218,,0,
E2220,,0,
E2221,2,18,3
E2221,1,25,2
E2221,5,26,3
E2221,5,28,3
E2221,1,30,2
E2221,5,47,3
E2221,3,50,3
E2221,1,143,3
E2221,3,146,3
E2221,3,151,3
E2221,1,156,2
E2221,1,160,3
E2221,1,169,1
E2221,5,183,3
E2221,2,197,2
E2221,5,238,3
E2221,2,248,3
E2221,2,249,3
E2221,1,254,2
E2221,1,373,1
E2221,1,374,3
E2221,1,376,1
E2221,4,378,3
E2221,1,382,2
E2221,3,420,3
E2221,5,423,3
E2221,5,446,3
E2221,3,532,3
E2221,2,535,3
E2221,5,572,3
E2221,1,581,2
E2222,,0,
E2230,3,49,2
E2230,4,193,3
E2230,3,195,3
E2230,4,196,3
E2230,4,197,3
E2230,4,201,3
E2230,5,218,3
E2230,2,219,3
E2230,3,240,3
E2230,4,252,3
E2230,3,253,3
E2230,4,254,3
E2230,4,378,3
E2230,2,421,2
E2230,3,423,3
E2230,1,426,3
E2230,2,428,3
E2230,2,430,3
E2230,3,444,3
E2230,2,497,2
E2230,1,535,2
E2230,3,572,3
E2230,3,575,3
E2230,2,576,3
E2230,2,591,3
E2230,2,601,3
E2230,2,617,3
E2230,1,660,2
E2230,2,662,3
E2230,2,672,3
E2230,2,729,3
E2236,,0,
E2246,,0,
E2319,,0,
E2337,,0,
E2341,,0,
E2342,1,6,1
E2342,3,14,4
E2342,1,17,1
E2342,3,18,3
E2342,2,23,3
E2342,2,25,3
E2342,1,26,3
E2342,3,28,3
E2342,1,30,1
E2342,1,46,1
E2342,6,47,4
E2342,4,50,3
E2342,1,115,3
E2342,3,142,4
E2342,1,143,1
E2342,2,145,3
E2342,6,146,3
E2342,6,151,3
E2342,3,156,3
E2342,2,158,3
E2342,1,159,1
E2342,1,160,3
E2342,2,167,3
E2342,3,169,4
E2342,1,171,2
E2342,1,184,3
E2342,1,190,1
E2342,2,191,3
E2342,3,193,3
E2342,2,238,3
E2342,2,245,3
E2342,2,253,3
E2342,3,254,3
E2342,2,375,3
E2342,1,377,3
E2342,4,378,3
E2342,2,423,2
E2342,5,446,3
E2342,1,488,2
E2342,3,535,4
E2342,1,537,2
E2342,3,538,3
E2342,1,571,3
E2342,2,572,3
E2342,0.1,581,1
E2342,1,751,3
E2343,3,14,3
E2343,0.1,18,1
E2343,0.5,23,1
E2343,0.1,26,1
E2343,1,28,3
E2343,4,47,3
E2343,1,56,3
E2343,0.3,66,1
E2343,0.8,114,2
E2343,0.8,142,2
E2343,0.1,143,1
E2343,1,145,3
E2343,0.8,146,3
E2343,3,151,3
E2343,0.1,156,1
E2343,0.8,169,2
E2343,1,189,1
E2343,3,193,2
E2343,0.5,238,1
E2343,0.8,245,2
E2343,0.1,246,1
E2343,0.5,248,3
E2343,0.5,249,3
E2343,3,253,2
E2343,3,254,3
E2343,1.8,378,3
E2343,0.5,380,2
E2343,0.5,413,3
E2343,0.5,420,2
E2343,0.8,423,2
E2343,1.5,446,3
E2343,0.5,535,1
E2343,3,538,3
E2343,1,572,3
E2343,0.1,581,1
E2343,1,711,3
E2343,5,748,3
E2345,15,195,3
E2345,10,236,3
E2345,2,253,3
E2345,2,337,2
E2345,10,444,3
E2345,10,448,4
E2345,10,451,4
E2345,5,572,4
E2345,10,584,4
E2345,5,586,3
E2345,5,611,3
E2345,5,730,3
E2346,,0,
E2347,1,190,3
E2347,10,193,3
E2347,10,195,3
E2347,15,196,4
E2347,10,197,4
E2347,5,222,3
E2347,5,223,3
E2347,5,224,3
E2347,5,228,3
E2347,5,231,3
E2347,10,232,3
E2347,5,233,3
E2347,15,235,4
E2347,15,236,4
E2347,5,238,3
E2347,15,240,4
E2347,15,245,4
E2347,10,246,3
E2347,5,248,3
E2347,10,249,3
E2347,1,250,3
E2347,10,252,3
E2347,3,253,3
E2347,5,254,3
E2347,5,331,3
E2347,1,337,2
E2347,5,421,3
E2347,10,422,3
E2347,10,423,3
E2347,7,424,3
E2347,10,431,3
E2347,10,432,3
E2347,15,433,3
E2347,15,444,4
E2347,5,448,3
E2347,5,451,3
E2347,2,535,2
E2347,2,537,2
E2347,2,538,2
E2347,5,547,3
E2347,5,549,3
E2347,5,555,3
E2347,5,556,3
E2347,5,571,3
E2347,7,572,3
E2347,10,575,3
E2347,2,581,3
E2347,10,584,3
E2347,5,586,3
E2347,0,591,1
E2347,7,592,3
E2347,3,607,3
E2347,5,611,3
E2347,3,619,3
E2347,5,621,3
E2347,5,625,3
E2347,5,728,3
E2347,10,731,3
E2347,5,734,3
E2347,10,751,3
E2347,10,752,3
E2348,,0,
E2350,,0,
E2365,,0,
E2368,,0,
E2369,0,79,1
E2369,12,218,3
E2369,0.5,236,2
E2369,0,296,1
E2369,0,310,1
E2369,1,384,2
E2369,5,423,3
E2369,2,424,3
E2369,17,426,4
E2369,3,428,3
E2369,4,430,3
E2369,5,431,3
E2369,2,432,3
E2369,15,433,3
E2369,1,434,2
E2369,3,448,2
E2369,15,452,4
E2369,1,454,2
E2369,1,455,2
E2369,1,460,2
E2369,1,461,2
E2369,2,533,3
E2369,0,560,1
E2369,0.5,570,1
E2369,1,571,2
E2369,5,572,2
E2369,7,576,3
E2369,3,581,3
E2369,11,584,3
E2369,21,585,4
E2369,19,600,3
E2369,16,601,3
E2369,21,603,3
E2369,18,604,3
E2369,20,607,3
E2369,19,609,4
E2369,20,611,3
E2369,12,625,3
E2369,18,629,4
E2369,0.5,633,3
E2369,0.5,641,1
E2369,0.5,643,2
E2369,8,656,3
E2369,1.5,662,3
E2369,0,695,1
E2369,15,729,3
E2369,6,731,3
E2371,,0,
E2373,,0,
E2374,3,603,4
E2374,2,609,3
E2374,0.5,618,1
E2374,1.5,621,3
E2374,1.5,623,2
E2374,3,625,3
E2374,0.5,661,1
E2374,3,662,3
E2374,1.5,672,2
E2374,0,680,1
E2379,,0,
E2380,2,18,3
E2380,1,26,2
E2380,3,28,3
E2380,3,29,3
E2380,3,45,3
E2380,1,46,1
E2380,4,47,3
E2380,3,49,2
E2380,3,50,3
E2380,1,56,2
E2380,3,143,3
E2380,4,145,3
E2380,3,146,2
E2380,4,151,3
E2380,1,156,2
E2380,1,159,2
E2380,0,169,2
E2380,1,186,2
E2380,3,193,3
E2380,1,245,1
E2380,4,253,3
E2380,4,254,4
E2380,1,260,2
E2380,1,264,2
E2380,1,379,2
E2380,1,382,2
E2380,1,389,2
E2380,1,390,2
E2380,1,412,2
E2380,1,413,3
E2380,4,420,3
E2380,3,423,3
E2380,1,429,3
E2380,1,433,3
E2380,4,446,3
E2380,1,447,3
E2380,3,581,3
E2380,1,584,3
E2380,0,591,1
E2380,4,752,3
E2384,4,47,3
E2384,1,50,2
E2384,4,378,3
E2384,1,380,2
E2384,4,423,3
E2384,4.5,446,3
E2384,2.5,591,3
E2395,,0,
E2404,,0,
E2405,,0,
E2406,,0,
E2407,,0,
E2408,0.5,47,1
E2408,6,193,3
E2408,7,196,3
E2408,3,229,3
E2408,7,235,3
E2408,1,245,3
E2408,2.5,249,3
E2408,2,254,3
E2408,5,423,3
E2408,3,426,3
E2408,3,428,3
E2408,0.5,430,3
E2408,0.5,431,3
E2408,3,432,3
E2408,4,433,3
E2408,1.5,434,3
E2408,7,450,3
E2408,4,452,3
E2408,3,530,3
E2408,5,572,3
E2408,5,576,3
E2408,5,581,3
E2408,5,585,3
E2408,7,586,3
E2408,5,587,3
E2408,8,600,3
E2408,8,601,3
E2408,8,602,3
E2408,8,603,3
E2408,4,604,3
E2408,8,605,3
E2408,8,607,3
E2408,8,608,3
E2408,8,609,3
E2408,8,610,3
E2408,3,611,2
E2408,6,620,3
E2408,2,621,3
E2408,3,622,3
E2408,6,623,3
E2408,8,625,3
E2408,3,635,3
E2408,0.5,645,3
E2408,1,656,3
E2408,0.5,661,1
E2408,4,662,3
E2408,2,672,3
E2408,1,719,2
E2408,8,729,3
E2408,3,730,3
E2408,4,731,3
E2408,12,732,4
E2408,3,746,3
E2408,9,748,3
E2408,8,751,3
E2408,4,752,3
E2413,,0,
E2433,1,46,2
E2433,1.5,47,3
E2433,0.2,49,1
